Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Competitor,Livinparis,Listing_id
Apartment in Opéra,N/A,"7 beds
7 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,473 total",https://www.airbnb.com/rooms/49184174?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_f1trKYy0P1z12c9%2B&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,New,Guest favorite,Yes,No,49184174
Apartment in Bonne-Nouvelle,N/A,102 - Urban Opera Picasso,"€ 2,396 total",https://www.airbnb.com/rooms/1096276964031121612?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_X4Yd8k8fEXIrwZCq&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.63 (8),Superhost,No,No,1096276964031121612
Apartment in Bonne-Nouvelle,N/A,"8 beds
8 beds
5 bedrooms
,
 · 5 bedrooms","€ 2,240 total",https://www.airbnb.com/rooms/977395377169615994?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_fSJyviG5yP%2BVudyA&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.71 (112),N/A,No,No,977395377169615994
Apartment in Temple,N/A,Romantic 150m² near Opera - Hidden Gem w/ AirCon,"€ 1,845 total",https://www.airbnb.com/rooms/644824505559446931?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_yciJaTqez7YqGo8%2F&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.91 (22),N/A,No,No,644824505559446931
Apartment in Temple,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,043 total",https://www.airbnb.com/rooms/843192767245443038?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_M9iLF0dWbcTP%2FCJ1&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,5.0 (6),N/A,Yes,No,843192767245443038
Apartment in Paris,N/A,Superb and new apartment in the Center of Paris,"€ 1,830 total",https://www.airbnb.com/rooms/978866370139112379?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_iwakylp0oRpfxJUo&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,5.0 (5),N/A,Yes,No,978866370139112379
Apartment in Temple,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,164 total",https://www.airbnb.com/rooms/1040371242865130605?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_amkNp8gJQkGRNZk%2F&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.87 (31),N/A,No,No,1040371242865130605
Apartment in Paris,N/A,Urban Flat 127 - Spacious 4br in Montorgueil,"€ 2,930 total",https://www.airbnb.com/rooms/970724713956277226?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_Y13btqpLO4W0euDS&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.95 (205),N/A,Yes,No,970724713956277226
Apartment in Les Halles,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,757 total",https://www.airbnb.com/rooms/47965296?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_cq0fIVmIsMEc%2FR1a&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.39 (41),N/A,No,No,47965296
Apartment in Opéra,N/A,Charming family apartment in Paris center,"€ 2,260 total",https://www.airbnb.com/rooms/691356660999476888?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_tQ0supu5JJJ6VzJH&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.44 (16),N/A,No,No,691356660999476888
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,020 total",https://www.airbnb.com/rooms/804792412857559859?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_PJ8B7mX7rLDRcyIM&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,5.0 (13),N/A,No,No,804792412857559859
Apartment in Opéra,N/A,124 - Urban Fabulous Flat,"€ 2,361 total",https://www.airbnb.com/rooms/955568495054255979?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_879GSUcfDf2Q7epM&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.5 (10),N/A,Yes,No,955568495054255979
Apartment in Opéra,N/A,"12 beds
12 beds
6 bedrooms
,
 · 6 bedrooms","€ 2,288 total",https://www.airbnb.com/rooms/994759868428163073?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_HMELhNg%2BJ2FUdglI&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,New,N/A,No,No,994759868428163073
Apartment in Opéra,N/A,Industrial-style apartment in the heart of trail-II,"€ 3,903 total",https://www.airbnb.com/rooms/1097193063852512017?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_DqrthVnkoCPlgl8b&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,4.62 (42),N/A,No,No,1097193063852512017
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,236 total",https://www.airbnb.com/rooms/691278055987251941?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268893_E%2F%2F8UTrQ62qZkV78&previous_page_section_name=1000&federated_search_id=52807a56-88fd-4fb5-855f-f78d54d3726c,2,N/A,N/A,No,No,691278055987251941
Apartment in Palais-Royal,N/A,Stunning Louvre & Opera - 2BDR,"€ 2,453 total",https://www.airbnb.com/rooms/573242429250599167?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_czr2j2F%2FUdjODEnT&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.87 (117),Guest favorite,Yes,No,573242429250599167
Apartment in Opéra,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 3,559 total",https://www.airbnb.com/rooms/1091134697464951891?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_8vbFre%2FpBencV1jR&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,New,Superhost,No,No,1091134697464951891
Apartment in Temple,N/A,L'Atelier des Arts,"€ 1,650 total",https://www.airbnb.com/rooms/1010013197343616726?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_nRJUwZw8MahBiGEo&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.83 (6),Superhost,No,No,1010013197343616726
Apartment in Temple,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,860 total",https://www.airbnb.com/rooms/662644689793547326?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_WIT5lR6CZqZ2HmL%2B&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.81 (72),Guest favorite,Yes,No,662644689793547326
Apartment in Temple,N/A,Urban Flat 115 - Louis Vuitton Fashion Apartment i,"€ 2,438 total",https://www.airbnb.com/rooms/1050828283764815572?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_%2F4zSR464gNtaMhYR&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.7 (10),Guest favorite,No,No,1050828283764815572
Apartment in Opéra,N/A,"6 beds
6 beds
5 bedrooms
,
 · 5 bedrooms","€ 2,033 total",https://www.airbnb.com/rooms/804790494947415476?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_vdyZVEoTRMMfpJQM&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.38 (8),Superhost,No,No,804790494947415476
Apartment in Bonne-Nouvelle,N/A,Charming 100m² with 3BR - Romantic City Center,"€ 2,811 total",https://www.airbnb.com/rooms/30420392?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_rROStUbW49107hLH&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.69 (103),Superhost,No,No,30420392
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,930 total",https://www.airbnb.com/rooms/1049475896885377461?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_vaqz5q13MlL6Ei1r&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.9 (10),N/A,No,No,1049475896885377461
Apartment in Bonne-Nouvelle,N/A,Urban Flat 69 - Beautiful Parisian Apartment in Ce,"€ 1,493 total",https://www.airbnb.com/rooms/1025989073693299822?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_v%2Fqfo968g3OogQHd&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.83 (12),N/A,No,No,1025989073693299822
Apartment in Paris,N/A,"8 beds
8 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,492 total",https://www.airbnb.com/rooms/975951121725108063?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_aDPkUZbAfSslgddI&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.86 (7),N/A,No,No,975951121725108063
Apartment in Opéra,N/A,104 - Urban Flat near Opera,"€ 2,589 total",https://www.airbnb.com/rooms/1077225134109396230?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_JXcnZ4GMZwYJs%2FOd&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,5.0 (4),N/A,No,No,1077225134109396230
Apartment in Les Halles,N/A,"8 beds
8 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,381 total",https://www.airbnb.com/rooms/12697519?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_kJth5pHFcigcCs7x&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.79 (167),N/A,Yes,No,12697519
Apartment in Place Vendôme,N/A,Luxueux loft - 10P/4BR Montorgueil,"€ 2,515 total",https://www.airbnb.com/rooms/743984128011950279?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_ZmNCpoqW2vQhY36R&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.41 (32),N/A,No,No,743984128011950279
Apartment in Latin Quarter,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,355 total",https://www.airbnb.com/rooms/1052098861457225361?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_Qqfa3HWYUvS2CTT3&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.54 (69),N/A,No,No,1052098861457225361
Apartment in Opéra,N/A,Incredible apartment 3BDR/8PAX in the city center,"€ 1,770 total",https://www.airbnb.com/rooms/48726750?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_V3MXK1cbfhxnIdxR&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,New,N/A,No,No,48726750
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,716 total",https://www.airbnb.com/rooms/1071999494068526946?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_JcNGbvIsAdUt5aAG&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,5.0 (5),N/A,No,No,1071999494068526946
Apartment in Bonne-Nouvelle,N/A,Urban Flat 31 - Charming Triplex in Paris,"€ 1,581 total",https://www.airbnb.com/rooms/1033980056838374123?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_t%2BMop7ukyw47cFpp&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,4.44 (9),N/A,No,No,1033980056838374123
Apartment in Bonne-Nouvelle,N/A,"6 beds
6 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,885 total",https://www.airbnb.com/rooms/977210101392228896?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268899_AWDD%2Bu6%2FDkkLws6g&previous_page_section_name=1000&federated_search_id=73493a99-5129-4172-a47c-3072404f5479,2,N/A,N/A,No,No,977210101392228896
Apartment in Bonne-Nouvelle,N/A,Charming family apartment in the heart of Paris,"€ 2,445 total",https://www.airbnb.com/rooms/686531826462022081?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_XaCITx3Ze7FsZwtC&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.95 (64),Guest favorite,Yes,No,686531826462022081
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,572 total",https://www.airbnb.com/rooms/1097620132932768224?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_%2FfJp%2Bdc77er08GYJ&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,New,Guest favorite,No,No,1097620132932768224
Apartment in Temple,N/A,Superb apartment in the center of Paris,"€ 3,030 total",https://www.airbnb.com/rooms/1113097884420309883?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_2SzfB7gh9xnnr34F&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,New,Superhost,No,No,1113097884420309883
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,820 total",https://www.airbnb.com/rooms/950491044044564855?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_JZX1f9y0kdzfVCIA&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.91 (22),Superhost,Yes,No,950491044044564855
Apartment in Temple,N/A,Cozy apartment Grands Boulevards,"€ 2,111 total",https://www.airbnb.com/rooms/1100561700307897899?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_HaUIQHj0ylZGHezE&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,New,Apr 22 – 25,No,No,1100561700307897899
Apartment in Place Vendôme,N/A,"10 beds
10 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,165 total",https://www.airbnb.com/rooms/52732319?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_RW6qRI9eJxAeDJFT&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.52 (62),Apr 22 – 25,No,No,52732319
Apartment in Temple,N/A,Experience Paris in Style: Sophisticated Home A40,"€ 3,003 total",https://www.airbnb.com/rooms/49186423?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_Cl%2Fh0oabGXhuJWV8&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.78 (55),Apr 23 – 25,Yes,No,49186423
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,653 total",https://www.airbnb.com/rooms/989588663736140176?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_JHmjXWhK%2FTMHCGfe&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.92 (13),Apr 23 – 26,Yes,No,989588663736140176
Apartment in Opéra,N/A,Luxury 3 bedrooms | Hammam | heart of the Marais,"€ 1,851 total",https://www.airbnb.com/rooms/1005465065351332538?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_YhM2EbWeScjFMck2&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.82 (17),Apr 22 – 25,No,No,1005465065351332538
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,560 total",https://www.airbnb.com/rooms/947832637537672144?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_fZhzeN0ExCtw7Mxu&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,5.0 (8),Apr 21 – 27,No,No,947832637537672144
Apartment in Temple,N/A,Ultra Central Town House by Architect - Louvre,"€ 2,475 total",https://www.airbnb.com/rooms/1028533939202265482?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_IMRwU%2BdVzoctmmuo&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.95 (37),N/A,No,No,1028533939202265482
Apartment in Opéra,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,852 total",https://www.airbnb.com/rooms/792607630544924055?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-22&check_out=2024-04-25&source_impression_id=p3_1711268908_jANMHMX3hRR1xWAC&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.9 (21),N/A,Yes,No,792607630544924055
Apartment in Place Vendôme,N/A,Unique Romantic Escape in the Heart of Paris,"€ 1,528 total",https://www.airbnb.com/rooms/858013771449803961?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-22&check_out=2024-04-25&source_impression_id=p3_1711268908_9H2%2FEgbRWnY1hIuf&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.98 (53),N/A,Yes,No,858013771449803961
Apartment in Bonne-Nouvelle,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,775 total",https://www.airbnb.com/rooms/773052174164998718?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-23&check_out=2024-04-25&source_impression_id=p3_1711268908_mMTLxSF18hzoew0G&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.95 (21),N/A,Yes,No,773052174164998718
Apartment in Paris,N/A,Discover Paris : Spacious Apartment near the Canal,"€ 2,053 total",https://www.airbnb.com/rooms/932607956634548337?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-23&check_out=2024-04-26&source_impression_id=p3_1711268908_ft2%2BkKOHA3v9%2FR%2FO&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.73 (33),N/A,Yes,No,932607956634548337
Apartment in Temple,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,545 total",https://www.airbnb.com/rooms/913445551910346182?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-22&check_out=2024-04-25&source_impression_id=p3_1711268908_u8fnxANLpPLwZ0YY&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,5.0 (4),N/A,No,No,913445551910346182
Apartment in Opéra,N/A,Urban Flat 105 - 4bdr Apartment Haussmann Opera,"€ 2,754 total",https://www.airbnb.com/rooms/988191817264920812?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-21&check_out=2024-04-27&source_impression_id=p3_1711268908_1fakzFy8uBGDLios&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.6 (20),N/A,No,No,988191817264920812
Apartment in Paris,N/A,"7 beds
7 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,560 total",https://www.airbnb.com/rooms/791110087678124842?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_LFo87oUmg8TEMqjf&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.75 (8),N/A,No,No,791110087678124842
Apartment in Opéra,N/A,Enjoy A Delightful Stay in Opera - Upper Marais,"€ 2,769 total",https://www.airbnb.com/rooms/922311640745574824?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_2jFn7%2BcOYCm5KQsb&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,New,N/A,No,No,922311640745574824
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,892 total",https://www.airbnb.com/rooms/995540263248645557?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_hJOKmZPEfg19mBcz&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.57 (7),N/A,No,No,995540263248645557
Apartment in Bonne-Nouvelle,N/A,329 Suite Izak - Superb apartment in Paris,"€ 1,885 total",https://www.airbnb.com/rooms/1085301466065591476?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_%2B5kCNy0mopIvRnOK&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.63 (35),N/A,No,No,1085301466065591476
Apartment in Bonne-Nouvelle,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,937 total",https://www.airbnb.com/rooms/943447922725440635?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_xeR7UYjH7Fdwkbxi&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,4.41 (17),N/A,No,No,943447922725440635
Apartment in Opéra,N/A,A Luxurious 3BR/3BA with A/C in Opéra-Bourse,"€ 1,606 total",https://www.airbnb.com/rooms/940497189057366504?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_slyFU5G5gCxMgZbq&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,N/A,N/A,No,No,940497189057366504
Apartment in Buttes-Montmartre,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,789 total",https://www.airbnb.com/rooms/775058258530157776?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268908_RnXNa%2FfEvEA4HWLv&previous_page_section_name=1000&federated_search_id=042d7a4a-eb9c-4ce0-bf51-a5d51a57c9e2,2,N/A,N/A,No,No,775058258530157776
Apartment in Bonne-Nouvelle,N/A,Urban Flat 19 - Charming Flat in Montorgueil,"€ 1,059 total",https://www.airbnb.com/rooms/1001220249438295501?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_fRHbeLCFEeJibGOW&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.33 (3),Superhost,No,No,1001220249438295501
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,887 total",https://www.airbnb.com/rooms/53699366?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_xdcFtwLxAcOcKp%2FF&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.61 (75),N/A,No,No,53699366
Apartment in Opéra,N/A,Luxury 3 bedroom 2 bathroom apartment - Louvre,"€ 3,631 total",https://www.airbnb.com/rooms/1060662568192078522?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_0t4ykGs9%2FNH5Qyn8&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,New,N/A,No,No,1060662568192078522
Apartment in Temple,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,982 total",https://www.airbnb.com/rooms/1117316307067713903?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_PytFffe4obFARIT3&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,New,N/A,No,No,1117316307067713903
Apartment in Bonne-Nouvelle,N/A,Luxury 5 Bedrooms -3 Bathrooms Apartment - Opera,"€ 2,465 total",https://www.airbnb.com/rooms/34380017?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_JMcujTC4ahs917cz&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.74 (142),N/A,Yes,No,34380017
Apartment in Palais-Royal,N/A,"6 beds
6 beds
5 bedrooms
,
 · 5 bedrooms","€ 3,289 total",https://www.airbnb.com/rooms/968784001075236535?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_4gzzTZpnYZEBLQHh&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.22 (9),N/A,No,No,968784001075236535
Apartment in Place Vendôme,N/A,Loft atypique - Paris Centre,"€ 3,761 total",https://www.airbnb.com/rooms/871632061456917644?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_iSGSky3ibDkpPJjC&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.57 (21),N/A,No,No,871632061456917644
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 4,455 total",https://www.airbnb.com/rooms/1107077130499002026?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_SIVy3nSKbAWzvUzn&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,New,N/A,No,No,1107077130499002026
Apartment in Opéra,N/A,Luxury 3 bedroom 2 bathroom Palace Apartment,"€ 1,502 total",https://www.airbnb.com/rooms/1118062308734308558?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_GYVYlxD8P5NLI4K6&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,New,N/A,No,No,1118062308734308558
Apartment in Temple,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,077 total",https://www.airbnb.com/rooms/597589893916604194?adults=6&check_in=2024-04-22&check_out=2024-04-26&source_impression_id=p3_1711268916_hMlVBj7D50bdKdw1&previous_page_section_name=1000&federated_search_id=013c9847-da6f-40c7-8162-cf8cb1565b5e,2,4.9 (100),N/A,No,No,597589893916604194
