Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Competitor,Livinparis,Listing_id
Apartment in Temple,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,968 total",https://www.airbnb.com/rooms/731505357993605883?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_BhXZPIv4a%2FupWp9L&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,4.49 (43),N/A,No,No,731505357993605883
Apartment in Temple,N/A,Edgar Suites Grands Boulevards - Hauteville,"€ 2,754 total",https://www.airbnb.com/rooms/1010013197343616726?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_syMnCo32azoBgdqJ&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,4.83 (6),N/A,No,No,1010013197343616726
Apartment in Opéra,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 5,377 total",https://www.airbnb.com/rooms/1100482608061620505?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_IoBZ7iVwOgb%2F7sLr&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,New,N/A,No,No,1100482608061620505
Apartment in Temple,N/A,112 Suite Patrick - Superb apartment in Paris,"€ 3,284 total",https://www.airbnb.com/rooms/1100561700307897899?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_rzSUVO7qjBT3L7Kp&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,New,N/A,No,No,1100561700307897899
Apartment in Grenelle,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,238 total",https://www.airbnb.com/rooms/1113164889384041822?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_rM4rY10dxVJoabWX&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,5.0 (3),N/A,No,No,1113164889384041822
Apartment in Opéra,N/A,230 Suite Mayfair - Superb apartment in Paris,"€ 1,968 total",https://www.airbnb.com/rooms/46187005?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_IiIvdL9pOeaGYzec&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,4.5 (148),N/A,No,No,46187005
Apartment in Bonne-Nouvelle,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,681 total",https://www.airbnb.com/rooms/751953833448138766?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_S8BUZv9fJC8mERjJ&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,4.39 (33),N/A,No,No,751953833448138766
Apartment in Batignolles,N/A,Louvre-Palais Royal 1,"€ 1,247 total",https://www.airbnb.com/rooms/1116398967825571976?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_iOPvCTHucOz5E5Sr&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,New,N/A,No,No,1116398967825571976
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,479 total",https://www.airbnb.com/rooms/783957293822560881?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270382_t7rFq%2BZK5vSd%2BaM%2B&previous_page_section_name=1000&federated_search_id=8ec38f0c-2897-4793-9a19-584ca33ccc35,2,4.45 (40),N/A,No,No,783957293822560881
Apartment in Buttes-Montmartre,N/A,Exceptional A/C cocoon - Heart of the vibrant 9th,"€ 2,701 total",https://www.airbnb.com/rooms/1111584693944636354?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_9SvgvAzuJRp%2FrFYd&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,Superhost,No,No,1111584693944636354
Apartment in Temple,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,241 total",https://www.airbnb.com/rooms/1015795809176712205?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_v1BZjU3IROnA4X8o&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.09 (11),Superhost,No,No,1015795809176712205
Apartment in Place Vendôme,N/A,Urban Flat 120 - Pretty 3bdr Flat in Le Marais,"€ 2,924 total",https://www.airbnb.com/rooms/1001365262961978870?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_d8gxFwm1Un9v4o50&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.48 (23),Superhost,No,No,1001365262961978870
Apartment in Buttes-Chaumont,N/A,"7 beds
7 beds
3 bedrooms
,
 · 3 bedrooms",€ 918 total,https://www.airbnb.com/rooms/1004092101176175553?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_sqJt0IMrOZqbnOke&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,Superhost,No,No,1004092101176175553
Apartment in Temple,N/A,Newly Refurbished Home in the Heart of Paris,"€ 1,883 total",https://www.airbnb.com/rooms/1115014680405523493?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_SDbG7u3bwBK3svzq&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,1115014680405523493
Apartment in Opéra,N/A,"4 beds
4 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,497 total",https://www.airbnb.com/rooms/1118062308734308558?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_tzh16ra%2FIYGZaDjY&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,1118062308734308558
Apartment in Bonne-Nouvelle,N/A,"Appartement, Paris","€ 2,532 total",https://www.airbnb.com/rooms/1100016870216111462?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_OeYRY0GtFX2%2BvaCR&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,1100016870216111462
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,279 total",https://www.airbnb.com/rooms/1117132130131866635?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_B8%2BmSjf53v%2FLuKZs&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,1117132130131866635
Apartment in Opéra,N/A,Lemoine/Reaumur 2: Cosy Apartment 6P-2BR,"€ 7,742 total",https://www.airbnb.com/rooms/49184174?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_kEHKdYCTnPuhCyoR&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.8 (112),N/A,Yes,No,49184174
Apartment in Buttes-Chaumont,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,242 total",https://www.airbnb.com/rooms/996144849768996373?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_2dikrC%2Boa2X4xUx5&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.9 (21),N/A,No,No,996144849768996373
Apartment in Paris,N/A,Sublim new flat center of Paris Opéra Madeleine,"€ 1,634 total",https://www.airbnb.com/rooms/1115331431029641761?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_mE%2B8Rp8V90cuzlso&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,1115331431029641761
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,958 total",https://www.airbnb.com/rooms/775178177572448604?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_TmB%2BKuQDZF2lOomt&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.42 (62),N/A,No,No,775178177572448604
Apartment in Opéra,N/A,Magnificient Parisian Flat - Parisian heart,"€ 1,280 total",https://www.airbnb.com/rooms/53693971?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_nSZhIdbluYPEQ9yq&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.45 (161),N/A,No,No,53693971
Apartment in Paris,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,902 total",https://www.airbnb.com/rooms/927991815089022825?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_TQdCnXPubxptTGWX&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.7 (27),N/A,No,No,927991815089022825
Apartment in Batignolles,N/A,Appartement au coeur de Pigalle,"€ 2,264 total",https://www.airbnb.com/rooms/17219173?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_naoGxjZeqGW1fRZf&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.86 (137),N/A,No,No,17219173
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,083 total",https://www.airbnb.com/rooms/947546099081712210?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_%2F48aLKz8j%2F9OqbgP&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,New,N/A,No,No,947546099081712210
Apartment in Place Vendôme,N/A,Romantic 150m² near Opera - Hidden Gem w/ AirCon,"€ 2,104 total",https://www.airbnb.com/rooms/1118074458087269024?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_bhy%2BFUZpd9bhsBpx&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,4.88 (16),N/A,No,No,1118074458087269024
Apartment in Bonne-Nouvelle,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,467 total",https://www.airbnb.com/rooms/978659831930304606?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270390_7RhfUWggQIfBFmkj&previous_page_section_name=1000&federated_search_id=a1f5a386-af04-4176-a5ac-9162315ac647,2,N/A,N/A,Yes,No,978659831930304606
Apartment in Paris,N/A,Elegant 120m² 3BR Romantic Center - Haussmannian,"€ 4,240 total",https://www.airbnb.com/rooms/597589893916604194?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_%2F1AnUvSR39JhI2Zm&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.9 (100),Superhost,No,No,597589893916604194
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,671 total",https://www.airbnb.com/rooms/1000720113343854141?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_Pb5oLVVdKV%2F7ljVt&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.8 (5),Superhost,No,No,1000720113343854141
Apartment in Paris,N/A,Splendid apartment 3BDR/8PAX in the city center,"€ 5,181 total",https://www.airbnb.com/rooms/691278055987251941?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_tHaZK2Jlixhs9c51&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.62 (42),N/A,No,No,691278055987251941
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,180 total",https://www.airbnb.com/rooms/1025109893030792373?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_3lF9t4KT1378Xt6h&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1025109893030792373
Apartment in Paris,N/A,119 - Urban Spacious Flat in Center of Paris,"€ 2,939 total",https://www.airbnb.com/rooms/541774648085970947?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_AMdYeG8cnLHONIXK&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.82 (55),N/A,Yes,No,541774648085970947
Apartment in Paris,N/A,"9 beds
9 beds
5 bedrooms
,
 · 5 bedrooms","€ 2,007 total",https://www.airbnb.com/rooms/1116435574042169253?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_g5uvVBodjhw8ZOO%2B&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1116435574042169253
Apartment in Paris,N/A,Paris 1er_Louvre Museum_Bd Sebastopol - 5 rooms,"€ 3,650 total",https://www.airbnb.com/rooms/1078966908853262194?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_zmuMvLcV%2BboQT174&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,5.0 (4),N/A,No,No,1078966908853262194
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,119 total",https://www.airbnb.com/rooms/999187742060561898?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_RWuxn0uU3PYb7vwo&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.58 (12),N/A,No,No,999187742060561898
Apartment in Paris,N/A,1. Luxury duplex 6/8pers/Full Equipped/République,"€ 1,668 total",https://www.airbnb.com/rooms/1066694586258097945?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_s1nVk8aNmmvfEj%2B4&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1066694586258097945
Apartment in Aubervilliers,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms",€ 830 total,https://www.airbnb.com/rooms/874367198025186757?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_EeC2t%2FbezA2r5gSR&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.6 (35),N/A,No,No,874367198025186757
Apartment in Paris,N/A,Luxury apartment 2BDR/6PAX in Saint Lazare,"€ 1,899 total",https://www.airbnb.com/rooms/1106987076546642019?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_HQkm7QfQZ%2Fw7E9cf&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1106987076546642019
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,903 total",https://www.airbnb.com/rooms/988317541291222483?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_ox1UkZkRXHcpeJRO&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.07 (15),N/A,No,No,988317541291222483
Apartment in Paris,N/A,NEW | Suite Opéra | Louvre | CLIM |2 CH,"€ 2,701 total",https://www.airbnb.com/rooms/1015019774103416308?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_ajpz8%2FbUVcR3ehZz&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,5.0 (3),N/A,No,No,1015019774103416308
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,554 total",https://www.airbnb.com/rooms/1112100045431072266?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_CQVZLfXedFy8922o&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1112100045431072266
Apartment in Paris,N/A,Amazing flat in Paris !,"€ 2,817 total",https://www.airbnb.com/rooms/547631025416484403?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_BTGBivuHFYAhwH%2FV&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.37 (41),N/A,No,No,547631025416484403
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,585 total",https://www.airbnb.com/rooms/1117265023988177190?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_t1a5skEaxpPW0Fww&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1117265023988177190
Apartment in Paris,N/A,Montmartre fully refurbished charming appartement,"€ 1,648 total",https://www.airbnb.com/rooms/1094196282145195783?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_ecK%2BvyMrV0iwHVr7&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,New,N/A,No,No,1094196282145195783
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 3,318 total",https://www.airbnb.com/rooms/804792412857559859?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270399_XYAJJJNDPieYe5Xi&previous_page_section_name=1000&federated_search_id=e030400f-ec2a-4cfc-9386-47ce240df528,2,4.44 (16),N/A,No,No,804792412857559859
Home in Champs-Élysées,N/A,Le Pavillon Ponthieu - Champs-Élysées,"€ 4,157 total",https://www.airbnb.com/rooms/1024597009841108266?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_VR3g%2Fh8054fjp2km&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.89 (9),Superhost,No,No,1024597009841108266
Apartment in Temple,N/A,"4 bedrooms
4 bedrooms","€ 4,661 total",https://www.airbnb.com/rooms/995540263248645557?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_Ewb1mC36Tzfd94Or&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.75 (8),N/A,No,No,995540263248645557
Apartment in Opéra,N/A,Urban Flat 67 - Spacious Parisian Flat in Paris,"€ 3,224 total",https://www.airbnb.com/rooms/549287821179651267?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_zdWbXEn1vR15zeJ%2B&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.39 (18),N/A,No,No,549287821179651267
Apartment in Temple,N/A,"11 beds
11 beds
5 bedrooms
,
 · 5 bedrooms","€ 4,965 total",https://www.airbnb.com/rooms/1018838251637028025?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_0KnbC5zm6JWaSevR&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.38 (8),N/A,No,No,1018838251637028025
Apartment in Palais-Bourbon,N/A,Paris center luxurious apartment La Fayette Opera,"€ 2,353 total",https://www.airbnb.com/rooms/1117184593500893233?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_oGmTyXVl6w8UdYaQ&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,New,N/A,No,No,1117184593500893233
Apartment in Buttes-Montmartre,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,403 total",https://www.airbnb.com/rooms/1116533347455943139?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_uVKrfR4sX3i4cAx4&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,New,N/A,No,No,1116533347455943139
Apartment in Bonne-Nouvelle,N/A,1567: Luxury stay in Le Marais Olympic Games 2024,"€ 3,102 total",https://www.airbnb.com/rooms/53699366?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_1Egbcil%2FS7k2Rd6h&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.61 (75),N/A,No,No,53699366
Apartment in Temple,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 5,293 total",https://www.airbnb.com/rooms/1031142267859587457?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_1ArKeoYsnW0%2FoCmS&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.67 (6),N/A,No,No,1031142267859587457
Apartment in Place Vendôme,N/A,Saint Germain des prés - Orsay,"€ 5,083 total",https://www.airbnb.com/rooms/843263965560420069?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_IkoGeU5NQ32Zhkqz&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.31 (35),N/A,No,No,843263965560420069
Apartment in Palais-Royal,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 5,377 total",https://www.airbnb.com/rooms/968784001075236535?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_2IG1I2KUsGjyWwyc&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.22 (9),N/A,No,No,968784001075236535
Apartment in Bonne-Nouvelle,N/A,Montmartre family apartment,"€ 2,522 total",https://www.airbnb.com/rooms/1025989073693299822?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_vgUCvIhZppmLlaFB&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.83 (12),N/A,No,No,1025989073693299822
Apartment in Buttes-Chaumont,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,329 total",https://www.airbnb.com/rooms/1045381297889604453?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_Rj5mntY1U2fvO0Ir&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.5 (6),N/A,No,No,1045381297889604453
Apartment in Opéra,N/A,Luxury 3 bedroom 2 bathroom apartment - Louvre,"€ 2,071 total",https://www.airbnb.com/rooms/947832637537672144?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_EIFivlsRV6j%2BhvtA&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.82 (17),N/A,No,No,947832637537672144
Apartment in Temple,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,058 total",https://www.airbnb.com/rooms/706866991374692482?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_d6CEoclFDdvZmZ9h&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.74 (39),N/A,Yes,No,706866991374692482
Apartment in Saint Ambroise,N/A,Luxury 4 Bedroom 3 Bathroom - Louvre & Marais,"€ 2,814 total",https://www.airbnb.com/rooms/40579723?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_XiAaNjAEAdz2zabw&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.28 (148),N/A,No,No,40579723
Apartment in Temple,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,884 total",https://www.airbnb.com/rooms/1026665155301377860?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_KB5C7mVPPC%2BBxATG&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,New,N/A,No,No,1026665155301377860
Apartment in Saint Ambroise,N/A,Luxury 4 Bedrooms 3 Bathrooms Apartment - Opera L,"€ 1,100 total",https://www.airbnb.com/rooms/1061349358997151652?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_w%2FVNOQzavJo7Gp3s&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,4.64 (45),N/A,No,No,1061349358997151652
Apartment in Bonne-Nouvelle,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,335 total",https://www.airbnb.com/rooms/43155400?adults=6&check_in=2024-05-27&check_out=2024-05-31&source_impression_id=p3_1711270407_FdHp53hFN6AQZyOf&previous_page_section_name=1000&federated_search_id=cfe76557-2e91-4f1f-9aae-708adb3969c6,2,N/A,N/A,No,No,43155400
Apartment in Bonne-Nouvelle,N/A,LivinParis | Luxury 2 Bedrooms Grand-Boulevard I,€ 446 total,https://www.airbnb.com/rooms/12584340?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_CH8zvP7p46TTY7Xb&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,4.57 (218),Superhost,No,Yes,12584340
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 471 total,https://www.airbnb.com/rooms/41576887?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_1n5qKze6GpOX%2Fb91&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,4.82 (234),Guest favorite,No,Yes,41576887
Apartment in Paris,N/A,LivinParis | Luxury 2 Bedrooms Opera IV,€ 400 total,https://www.airbnb.com/rooms/1098289377706425307?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_yDx%2Bp%2F5NMZdrjgHo&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,New,Guest favorite,No,No,1098289377706425307
Apartment in Place Vendôme,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 786 total,https://www.airbnb.com/rooms/858013771449803961?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_6Y0nA%2BAzqJOEhfFW&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,4.9 (21),May 31 – Jun 2,Yes,No,858013771449803961
Apartment in Opéra,N/A,Apartment in the heart of Paris.,€ 346 total,https://www.airbnb.com/rooms/1083969060958237921?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_NCqtWf34RhJGWJUD&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,4.75 (4),May 31 – Jun 2,No,No,1083969060958237921
Apartment in Palais-Royal,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms",€ 608 total,https://www.airbnb.com/rooms/1087647685540952579?adults=6&check_in=2024-05-31&check_out=2024-05-31&source_impression_id=p3_1711270420_dQMO62vwiRDCZS%2F7&previous_page_section_name=1000&federated_search_id=ea4d7737-c8e0-4c29-a99d-5e38151611e5,2,New,May 30 – Jun 1,No,No,1087647685540952579
