Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Paris,N/A,Beautiful apartment 3BR/8P - Montorgueil 1,"€ 2,844 total",https://www.airbnb.com/rooms/888262574509626431?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708970_ygCSCP6417Bc3wfC&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.9 (246),N/A,2024-06-10,2024-06-14,Yes,No,888262574509626431
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,225 total",https://www.airbnb.com/rooms/41576944?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708970_axti4bOEUsTGDSiE&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.83 (271),N/A,2024-06-10,2024-06-14,No,Yes,41576944
Apartment in Paris,N/A,La Belle Auberge - Privatization,"€ 2,639 total",https://www.airbnb.com/rooms/25155031?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708970_%2FgWtAMTBlCYfYgAa&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.64 (11),N/A,2024-06-10,2024-06-14,No,Yes,25155031
Apartment in Paris,N/A,"7 beds
7 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,745 total",https://www.airbnb.com/rooms/1049811136085729986?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708970_HHWjHEt8JX5WOKBI&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.69 (236),N/A,2024-06-10,2024-06-14,No,No,1049811136085729986
Apartment in Paris,N/A,Fantastic family apartment - 20 min from center,"€ 2,004 total",https://www.airbnb.com/rooms/13386132?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-10&check_out=2024-06-13&source_impression_id=p3_1711708971_QWYsAdVX24AFpwT2&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.72 (39),N/A,2024-06-10,2024-06-14,No,Yes,13386132
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,868 total",https://www.airbnb.com/rooms/867209627146280811?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-10&check_out=2024-06-13&source_impression_id=p3_1711708971_OJ3QpDXDbFwYkBXz&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.85 (52),N/A,2024-06-10,2024-06-14,Yes,No,867209627146280811
Apartment in Paris,N/A,Louvre Montorgueuil Historical center 3BR I,"€ 3,530 total",https://www.airbnb.com/rooms/53503892?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-08&check_out=2024-06-13&source_impression_id=p3_1711708971_ncMoOZOzsmKbK9j3&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.74 (98),N/A,2024-06-10,2024-06-14,Yes,No,53503892
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,274 total",https://www.airbnb.com/rooms/53490856?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-10&check_out=2024-06-12&source_impression_id=p3_1711708971_JcHDM3wI770X9ycs&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,5.0 (6),N/A,2024-06-10,2024-06-14,Yes,No,53490856
Apartment in Paris,N/A,Sumptuous apartment Louvre Museum/Palais Royal,"€ 3,811 total",https://www.airbnb.com/rooms/1056273391664839516?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-12&check_out=2024-06-15&source_impression_id=p3_1711708971_pSTUlKzYmVJbF9Ti&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,4.91 (23),N/A,2024-06-10,2024-06-14,Yes,No,1056273391664839516
Apartment in Paris,N/A,"4 beds
4 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,874 total",https://www.airbnb.com/rooms/843192767245443038?adults=8&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-11&check_out=2024-06-13&source_impression_id=p3_1711708971_mSJ15WI5P6bgP1%2Bn&previous_page_section_name=1000&federated_search_id=18c1647a-06d9-4b85-9c05-ea61dc7f6743,3,N/A,N/A,2024-06-10,2024-06-14,Yes,No,843192767245443038
Apartment in Paris,N/A,Charming apartment 4BR/10P - South Pigalle - 1,"€ 3,056 total",https://www.airbnb.com/rooms/699176344042543969?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_NNd3IMZvYOAQ0Rkn&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,4.67 (57),Guest favorite,2024-06-10,2024-06-14,No,No,699176344042543969
Apartment in Paris,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,378 total",https://www.airbnb.com/rooms/1050828283764815572?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_eaQVA2Zj9pAeZ4lS&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,4.55 (11),Superhost,2024-06-10,2024-06-14,No,No,1050828283764815572
Apartment in Paris,N/A,Urban Flat 69 - Beautiful Parisian Apartment in Ce,"€ 4,360 total",https://www.airbnb.com/rooms/958720565448264526?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_Qg4dZJzQDCPIO4fH&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,5.0 (20),Superhost,2024-06-10,2024-06-14,Yes,No,958720565448264526
Apartment in Paris,N/A,"8 beds
8 beds
4 bedrooms
,
 · 4 bedrooms","€ 2,213 total",https://www.airbnb.com/rooms/711948422863554784?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_cDcbB8FIGiqruxzb&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,5.0 (5),Guest favorite,2024-06-10,2024-06-14,No,No,711948422863554784
Apartment in Paris,N/A,Home Temple Home,"€ 3,706 total",https://www.airbnb.com/rooms/19263737?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_%2BU1OxwevRvIUz%2BIy&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,4.82 (275),Superhost,2024-06-10,2024-06-14,No,Yes,19263737
Apartment in Paris,N/A,"6 beds
6 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,000 total",https://www.airbnb.com/rooms/990997729348528617?adults=8&check_in=2024-06-10&check_out=2024-06-14&source_impression_id=p3_1711708976_q8by%2FVqVNL%2FNWiT5&previous_page_section_name=1000&federated_search_id=9a9eb991-e55f-4238-971d-8c4e8948e93e,3,5.0 (6),N/A,2024-06-10,2024-06-14,No,No,990997729348528617
