Title,Subtitle,Detail,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,519 total",https://www.airbnb.com/rooms/45795139?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-07-24&check_out=2024-07-26&source_impression_id=p3_1711710498_v%2Bmvzb378tTB340M&previous_page_section_name=1000&federated_search_id=ec42af4b-331b-4776-8d2e-2920dcd685f9,2,N/A,N/A,2024-07-22,2024-07-26,No,No,45795139
Apartment in Paris,N/A,168 Suite M - Superb apartment in Paris,"€ 3,008 total",https://www.airbnb.com/rooms/48796318?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_Wp5IgIaHOz6Al5fe&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.44 (127),Guest favorite,2024-07-22,2024-07-26,No,No,48796318
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,346 total",https://www.airbnb.com/rooms/7041794?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_BKpaFH5jMh1u1%2BkJ&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.77 (396),Guest favorite,2024-07-22,2024-07-26,Yes,No,7041794
Apartment in Paris,N/A,best apartment,"€ 2,859 total",https://www.airbnb.com/rooms/974549133785183538?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_%2B%2Fd0683ED%2F86y6BN&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.83 (23),Superhost,2024-07-22,2024-07-26,Yes,No,974549133785183538
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 3,455 total",https://www.airbnb.com/rooms/53490856?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_wCMum8%2F8tzNNM%2BuI&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.74 (98),Guest favorite,2024-07-22,2024-07-26,Yes,No,53490856
Apartment in Paris,N/A,Family apartment in Paris,"€ 2,228 total",https://www.airbnb.com/rooms/41576693?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_%2FLLTkBdjU01ifu9j&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.84 (176),Guest favorite,2024-07-22,2024-07-26,No,Yes,41576693
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,574 total",https://www.airbnb.com/rooms/608544588160613640?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_8A2FzOrjubb4KVDH&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.82 (113),Superhost,2024-07-22,2024-07-26,No,No,608544588160613640
Apartment in Paris,N/A,215 Suite Esprit Nature - Superb apartment,"€ 2,403 total",https://www.airbnb.com/rooms/957774221191844095?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_Ka9NnHIY9yYYq0Hg&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,5.0 (22),Guest favorite,2024-07-22,2024-07-26,Yes,No,957774221191844095
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,231 total",https://www.airbnb.com/rooms/13386132?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_JEasdpS8Xa4Q843m&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.69 (236),Guest favorite,2024-07-22,2024-07-26,No,Yes,13386132
Apartment in Clamart,N/A,LivinParis | Luxury 2 Bedrooms Opera II,"€ 1,408 total",https://www.airbnb.com/rooms/724476999965954541?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_N2nSyIqDylQmRU6F&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.96 (95),Guest favorite,2024-07-22,2024-07-26,No,No,724476999965954541
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,385 total",https://www.airbnb.com/rooms/38223307?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_%2Fhyrg1rMcm86er7G&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.67 (210),Guest favorite,2024-07-22,2024-07-26,No,No,38223307
Apartment in Deuil-la-Barre,N/A,Beautiful Appartment w/ AC in Grands Boulevards,"€ 1,879 total",https://www.airbnb.com/rooms/2365610?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_i9GXGiDXmoiqu8nt&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.85 (299),Superhost,2024-07-22,2024-07-26,No,No,2365610
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,492 total",https://www.airbnb.com/rooms/644824505559446931?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_0aEyXbvcijoEO5Uy&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.71 (113),N/A,2024-07-22,2024-07-26,No,No,644824505559446931
Apartment in Paris,N/A,GuestReady - A classic touch of Parisian glamour,"€ 4,511 total",https://www.airbnb.com/rooms/40101267?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_p42g1wTvMyQludI6&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.88 (216),N/A,2024-07-22,2024-07-26,No,No,40101267
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 3,559 total",https://www.airbnb.com/rooms/820761770769971621?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_p6DkXs6XYCK95juj&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,5.0 (6),N/A,2024-07-22,2024-07-26,No,No,820761770769971621
Apartment in Paris,N/A,LivinParis | Luxury 3 Bedrooms Grand-Boulevard II,"€ 2,793 total",https://www.airbnb.com/rooms/1033980056838374123?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_Rc7q6%2FzkRgoX81uc&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,5.0 (5),N/A,2024-07-22,2024-07-26,No,No,1033980056838374123
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,799 total",https://www.airbnb.com/rooms/37618657?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_hl6Mmj8qKhIxT0dv&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.89 (202),N/A,2024-07-22,2024-07-26,Yes,No,37618657
Apartment in Paris,N/A,beautiful duplex lake view,"€ 3,819 total",https://www.airbnb.com/rooms/13385996?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_09YBVOEK0GvPz5CT&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.76 (274),N/A,2024-07-22,2024-07-26,No,Yes,13385996
Apartment in Paris,N/A,"4 beds
4 beds
4 bedrooms
,
 · 4 bedrooms","€ 1,908 total",https://www.airbnb.com/rooms/920156165756301984?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710503_5Ve4OamFI%2BdTIyHb&previous_page_section_name=1000&federated_search_id=b1d16cf0-ccb5-4d93-b9ab-2e7852959cb1,2,4.36 (25),N/A,2024-07-22,2024-07-26,No,No,920156165756301984
Apartment in Paris,N/A,618 Suite Sion - Superb apartment in Paris,"€ 1,908 total",https://www.airbnb.com/rooms/920156165756301984?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_zlD%2F7aDQZn%2FrEawz&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.36 (25),Guest favorite,2024-07-22,2024-07-26,No,No,920156165756301984
Apartment in Temple,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,996 total",https://www.airbnb.com/rooms/817937083899699898?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_c4TeSO2GQFtMdf5M&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.91 (23),Guest favorite,2024-07-22,2024-07-26,No,No,817937083899699898
Home in Hôpital Saint-Louis,N/A,Chic and relaxed in the center of Paris,"€ 2,902 total",https://www.airbnb.com/rooms/1061410880674284985?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_xnO9aH6t%2BbwcqdTl&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,5.0 (13),Guest favorite,2024-07-22,2024-07-26,No,No,1061410880674284985
Apartment in Les Halles,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 3,444 total",https://www.airbnb.com/rooms/5377071?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_iIm3dnvEDRY7U%2FG4&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.92 (329),Superhost,2024-07-22,2024-07-26,No,No,5377071
Apartment in Latin Quarter,N/A,New Townhouse 9P / Paris 10,"€ 2,683 total",https://www.airbnb.com/rooms/3517762?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_csnqndAsZ5tuvnvZ&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.69 (54),Superhost,2024-07-22,2024-07-26,No,No,3517762
Apartment in Opéra,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 5,838 total",https://www.airbnb.com/rooms/1079553674758463661?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_PwSurdMUQvLuzA7H&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,New,Superhost,2024-07-22,2024-07-26,No,No,1079553674758463661
Apartment in Paris,N/A,Elegance & Style - Paris Center,"€ 2,326 total",https://www.airbnb.com/rooms/41576606?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_7wtjkPZdD4d1Xt7B&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.88 (205),Superhost,2024-07-22,2024-07-26,No,Yes,41576606
Apartment in Bonne-Nouvelle,N/A,"5 beds
5 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,722 total",https://www.airbnb.com/rooms/31554364?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_V%2BBrJAg4h%2FREOxIf&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.47 (177),Guest favorite,2024-07-22,2024-07-26,No,No,31554364
Apartment in Bonne-Nouvelle,N/A,Luminous 3BD Apartment for 6—Luxembourg Garden,"€ 2,703 total",https://www.airbnb.com/rooms/873017003912847803?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_G5qV0g76XERBa%2Ff%2F&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.76 (38),Superhost,2024-07-22,2024-07-26,Yes,No,873017003912847803
Apartment in Bonne-Nouvelle,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 4,534 total",https://www.airbnb.com/rooms/53932916?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_VmcGhw0ezzIVZyQh&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.75 (103),N/A,2024-07-22,2024-07-26,Yes,No,53932916
Apartment in Place Vendôme,N/A,Sumptuous apartment Louvre Museum/Palais Royal,"€ 4,052 total",https://www.airbnb.com/rooms/858013771449803961?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_031XpUMj%2F93x8bKD&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.91 (22),N/A,2024-07-22,2024-07-26,Yes,No,858013771449803961
Apartment in Temple,N/A,"4 beds
4 beds
4 bedrooms
,
 · 4 bedrooms","€ 3,364 total",https://www.airbnb.com/rooms/649811895643646700?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_iHLPIfyd8kN%2BIMhY&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.68 (107),N/A,2024-07-22,2024-07-26,No,No,649811895643646700
Apartment in Paris,N/A,LivinParis | Luxury 2 Bedrooms Opera I,"€ 4,149 total",https://www.airbnb.com/rooms/975951121725108063?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_4cDlE10gSB%2B1qHQE&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.86 (7),N/A,2024-07-22,2024-07-26,No,No,975951121725108063
Condo in Palais-Bourbon,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,138 total",https://www.airbnb.com/rooms/12291205?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_fPVjPkUuOg8TlsoU&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.83 (220),N/A,2024-07-22,2024-07-26,No,No,12291205
Apartment in Bonne-Nouvelle,N/A,112 Suite Patrick - Superb apartment in Paris,"€ 2,437 total",https://www.airbnb.com/rooms/48796305?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_fZehJeydVt%2BqR2qw&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.52 (132),N/A,2024-07-22,2024-07-26,No,No,48796305
Apartment in Les Halles,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,900 total",https://www.airbnb.com/rooms/36058320?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_XHF29j76DeEOyWbp&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.57 (82),N/A,2024-07-22,2024-07-26,No,No,36058320
Apartment in Bonne-Nouvelle,N/A,Amazing Apartment - 6P/2BR -Sentier/Bonne-Nouvelle,"€ 2,765 total",https://www.airbnb.com/rooms/827328195660007964?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_yRho4JOXnYzy07oj&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,4.81 (32),N/A,2024-07-22,2024-07-26,Yes,No,827328195660007964
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,180 total",https://www.airbnb.com/rooms/1100832275922364601?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710510_sOui6nynJ6O9t9zc&previous_page_section_name=1000&federated_search_id=a01fb7d1-60b6-4a9e-849c-18f8e0f49faa,2,New,N/A,2024-07-22,2024-07-26,No,No,1100832275922364601
Apartment in Paris,N/A,LivinParis | Luxury 3 BDR Grands-Boulevards III,"€ 3,147 total",https://www.airbnb.com/rooms/13386198?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_ZviC44UK2FNV%2FHnY&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.61 (233),Guest favorite,2024-07-22,2024-07-26,No,Yes,13386198
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 5,686 total",https://www.airbnb.com/rooms/1097193063852512017?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_oKyhojao95zmXLkf&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,New,Guest favorite,2024-07-22,2024-07-26,No,No,1097193063852512017
Apartment in Paris,N/A,Vivienne Suite II _ Luxury 3BDR 3BTH_Paris Centre,"€ 3,487 total",https://www.airbnb.com/rooms/641887408400687741?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_CdB9VYMJglTtGtdI&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,5.0 (6),Superhost,2024-07-22,2024-07-26,No,No,641887408400687741
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,631 total",https://www.airbnb.com/rooms/623591303099956557?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_bX3l9iyMbLdxh%2BkB&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.6 (68),Superhost,2024-07-22,2024-07-26,No,No,623591303099956557
Apartment in Paris,N/A,Flat with amazing view of Paris,"€ 2,754 total",https://www.airbnb.com/rooms/947546099081712210?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_eQ7BZmB9%2BeAmKjQB&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.87 (99),Guest favorite,2024-07-22,2024-07-26,No,No,947546099081712210
Home in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,312 total",https://www.airbnb.com/rooms/6003504?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_UHV9WN%2F741SBKsiy&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,New,Guest favorite,2024-07-22,2024-07-26,No,No,6003504
Apartment in Vanves,N/A,Loft Unique - Opéra / Palais Royal - 2 chambres,€ 947 total,https://www.airbnb.com/rooms/1599560?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_NkmH3lXhMa861YNo&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.69 (54),Superhost,2024-07-22,2024-07-26,No,No,1599560
Apartment in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 2,683 total",https://www.airbnb.com/rooms/3517762?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_OM8GHMzAZuWVWyR4&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.98 (59),N/A,2024-07-22,2024-07-26,No,No,3517762
Apartment in Paris,N/A,A glowing 3 bedrooms with terrace in Montmartre,"€ 4,471 total",https://www.airbnb.com/rooms/18483363?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_iuD9PfVw%2BZjCHB5W&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.92 (86),N/A,2024-07-22,2024-07-26,No,No,18483363
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,521 total",https://www.airbnb.com/rooms/725904212179042294?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_C%2Fx7dtIR7Xv5im0V&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,5.0 (5),N/A,2024-07-22,2024-07-26,No,Yes,725904212179042294
Apartment in Paris,N/A,A house in the heart of Paris!,"€ 3,929 total",https://www.airbnb.com/rooms/1040371242865130605?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_mP4YvA5dJkJCHK9K&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,5.0 (16),N/A,2024-07-22,2024-07-26,No,No,1040371242865130605
Apartment in Paris,N/A,"5 beds
5 beds
4 bedrooms
,
 · 4 bedrooms","€ 5,385 total",https://www.airbnb.com/rooms/922890445850033279?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_hOHfdOaa4VoGo4%2Fw&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.84 (53),N/A,2024-07-22,2024-07-26,No,No,922890445850033279
Apartment in Paris,N/A,Appartement Vanves/Paris 15,"€ 4,651 total",https://www.airbnb.com/rooms/474725?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_yh7r37TdOK6Cmu4C&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.52 (60),N/A,2024-07-22,2024-07-26,No,No,474725
Apartment in Paris,N/A,"4 beds
4 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,905 total",https://www.airbnb.com/rooms/719382357400893205?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_4DiZMydHRRt9LJPs&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.92 (49),N/A,2024-07-22,2024-07-26,No,No,719382357400893205
Apartment in Paris,N/A,Luminous 3BD Apartment for 6—Luxembourg Garden,"€ 3,277 total",https://www.airbnb.com/rooms/39831643?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_nl2IH9F7xUdfovJF&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.58 (12),N/A,2024-07-22,2024-07-26,No,No,39831643
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 1,640 total",https://www.airbnb.com/rooms/1005628552204408059?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_fY4GW5abakrIfns3&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.83 (69),N/A,2024-07-22,2024-07-26,No,No,1005628552204408059
Apartment in Paris,N/A,"Between Notre Dame and Louvre, spacious app with a view","€ 2,467 total",https://www.airbnb.com/rooms/46001713?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_iOAWsd4zMojvKGrq&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,4.83 (24),N/A,2024-07-22,2024-07-26,Yes,No,46001713
Apartment in Paris,N/A,"7 beds
7 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,372 total",https://www.airbnb.com/rooms/932440448826150791?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710518_kjGwRDBXxnQnpvSm&previous_page_section_name=1000&federated_search_id=d98847d0-a0d3-4664-bbbe-085145510a89,2,N/A,N/A,2024-07-22,2024-07-26,No,No,932440448826150791
Apartment in Paris,N/A,Amazing Flat in Paris Center,"€ 2,372 total",https://www.airbnb.com/rooms/932440448826150791?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_iNQCPlQ%2B5XKr0ecx&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,4.83 (24),Guest favorite,2024-07-22,2024-07-26,No,No,932440448826150791
Condo in Paris,N/A,"3 beds
3 beds
2 bedrooms
,
 · 2 bedrooms","€ 1,698 total",https://www.airbnb.com/rooms/689757079685863589?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_quBCpNaLTxp1by6T&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,5.0 (5),Guest favorite,2024-07-22,2024-07-26,No,No,689757079685863589
Apartment in Paris,N/A,"3 Bedrooms, Top Floor, View, Quiet","€ 2,435 total",https://www.airbnb.com/rooms/37029305?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_AjP%2BcmBeXioodvCw&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,4.91 (79),Superhost,2024-07-22,2024-07-26,No,No,37029305
Apartment in Paris,N/A,"5 beds
5 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,158 total",https://www.airbnb.com/rooms/21628065?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_aaT5ZNhMpZoIqb36&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,5.0 (7),N/A,2024-07-22,2024-07-26,No,No,21628065
Apartment in Paris,N/A,Beautiful Apartment Near Canal Saint Martin,"€ 1,459 total",https://www.airbnb.com/rooms/911479647066647395?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_gsiRLI129X6wWs2V&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,4.33 (3),N/A,2024-07-22,2024-07-26,No,No,911479647066647395
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 3,709 total",https://www.airbnb.com/rooms/1049742385302004332?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_06f4ugGZW7sslwlU&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,New,N/A,2024-07-22,2024-07-26,No,No,1049742385302004332
Apartment in Clichy,N/A,"Very nice apartment,Montmartre",€ 823 total,https://www.airbnb.com/rooms/989022451027150040?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_gQ55dl9J6%2BlpnHn5&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,New,N/A,2024-07-22,2024-07-26,No,No,989022451027150040
Apartment in Paris,N/A,"3 beds
3 beds
3 bedrooms
,
 · 3 bedrooms","€ 2,015 total",https://www.airbnb.com/rooms/1094196282145195783?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_7t8%2BRM07BVOvSE7x&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,4.6 (15),N/A,2024-07-22,2024-07-26,No,No,1094196282145195783
Apartment in Paris,N/A,Family apartment with balcony,"€ 1,639 total",https://www.airbnb.com/rooms/735916966966659165?adults=6&check_in=2024-07-22&check_out=2024-07-26&source_impression_id=p3_1711710526_tCJuo1DD%2Fg3%2B6duV&previous_page_section_name=1000&federated_search_id=958a87bb-d037-499f-8a26-650b4a2ea38e,2,4.46 (13),N/A,2024-07-22,2024-07-26,No,No,735916966966659165
